"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"FBgn0052407",285.705526899151,-2.09984086938467,0.164751261765311,-12.7455222308155,3.30172408563136e-37,1.14693640424619e-34
"FBgn0035710",26.2206085969151,2.19392849075321,0.482316348960388,4.54873341009926,5.39697606159951e-06,0.000114782115881518
"FBgn0035727",100.265945956031,1.64097561598271,0.233964951089521,7.01376684131989,2.31985876196863e-12,1.29803104016997e-10
"FBgn0259935",80.4668424433522,1.07292895780437,0.25572186567076,4.19568719706495,2.72045487336388e-05,0.000470548387535988
"FBgn0035932",43.9034546352553,1.4391301241996,0.372416473649563,3.86430307471789,0.00011140682629168,0.00159371898355425
"FBgn0035957",20.2444813430831,1.59183071838277,0.530100954593231,3.00288219553245,0.00267435932014595,0.023871663439033
"FBgn0000116",957.566336228213,1.17691950819014,0.143840735921166,8.18210154900187,2.7893582697361e-16,2.55548130711977e-14
"FBgn0023479",4589.0667432429,-1.5386542683086,0.122411719935615,-12.5695012627703,3.10677556735202e-36,1.03604751620055e-33
"FBgn0040827",317.030790352836,-1.94270524720397,0.168320221411844,-11.541722265506,8.12812825333077e-31,1.99306486023584e-28
"FBgn0035968",428.934019330679,1.07993328448372,0.141505321227067,7.63175034775406,2.31587586299422e-14,1.78772750646137e-12
"FBgn0035969",18.5109682937427,1.99508495614788,0.545461940368698,3.65760616551785,0.000254581822303389,0.00333718341594867
"FBgn0001225",608.229795092983,1.32292809851734,0.133023078987211,9.94510207243461,2.64902315476646e-23,3.94373322165857e-21
"FBgn0001224",867.037331872732,1.46056482375146,0.133267160903259,10.9596753907867,5.97131647931116e-28,1.24457163720043e-25
"FBgn0001226",1767.21859250606,1.68121608260979,0.128689098068654,13.0641686657317,5.27578146059846e-39,2.09448523985759e-36
"FBgn0036181",50.1334165453088,-1.02386548382596,0.357458073506798,-2.86429531100377,0.00417938171342045,0.0337630865744053
"FBgn0036287",24.4776722520632,1.47632906281909,0.496892782067572,2.97112197258346,0.00296713911819129,0.0259842844835723
"FBgn0036373",5495.38032891999,-1.05438567287252,0.143760992627158,-7.33429599785147,2.22889992722127e-13,1.49857570106804e-11
"FBgn0029167",5432.38764855756,-2.19090780745703,0.097566126876996,-22.4556193587469,1.12774414068312e-111,1.88040058017503e-108
"FBgn0263232",438.852518292797,1.32000301217416,0.145809088411774,9.05295428805092,1.39151556165843e-19,1.63395285035864e-17
"FBgn0087007",196.290235003694,1.03491622593738,0.205025826464429,5.04773590617345,4.4707656048112e-07,1.17951812807946e-05
"FBgn0264702",107.168614548112,1.05170683477049,0.258149503014728,4.07402231067045,4.62080519694162e-05,0.000742266915739929
"FBgn0004396",3543.88181035141,1.11504679000758,0.156254339024441,7.13610128825391,9.60152701463871e-13,5.75884393676568e-11
"FBgn0036560",27.7836009140798,2.18199744339729,0.447971398201598,4.87084097814508,1.11124250887383e-06,2.63943840355589e-05
"FBgn0041721",33.3893196646044,1.22640906744631,0.413798902826862,2.96378037512452,0.00303885087297613,0.0265286908146618
"FBgn0010223",81.77939181668,-1.30552865579134,0.253041477080689,-5.15934648680162,2.47813320457218e-07,6.75169821128049e-06
"FBgn0052185",31.6013235305853,1.42456694331195,0.388250093890567,3.66919922423374,0.000243311416223747,0.00319446815284627
"FBgn0000567",379.173636193777,-1.25276785977754,0.163309484281003,-7.67112740140634,1.70491099021245e-14,1.33555180914273e-12
"FBgn0264748",18.9027956568788,1.72136709360142,0.520272589811665,3.30858693559955,0.000937680679944673,0.00984564713941907
"FBgn0036801",51.7492083463922,-1.27395245690182,0.314182695498931,-4.05481420572432,5.01741665680679e-05,0.000793741986106228
"FBgn0036821",610.031482284655,-1.73373251340898,0.459035503257659,-3.776902878111,0.000158790614805675,0.00219178370138231
"FBgn0002945",84.4468910820907,-1.05771924442872,0.307814513081337,-3.43622278832977,0.00058988567818963,0.00680204273729868
"FBgn0036862",433.330517813657,1.07478046097327,0.388985270736454,2.7630363970811,0.00572663802067942,0.0434422030740712
"FBgn0267635",261.093472427671,1.240016352067,0.171306402062834,7.23858733319361,4.53382224805715e-13,2.9075750832348e-11
"FBgn0036985",2824.34500269937,-1.32917805867869,0.149216064835875,-8.90774100054622,5.20828965805814e-19,5.78953478389742e-17
"FBgn0037046",36.6665887959347,1.69307464428661,0.39081790213525,4.33213175506144,1.47672522058835e-05,0.000279805867364661
"FBgn0037153",195.038039810417,1.72758734768981,0.188007121059177,9.18894634393147,3.96708005214985e-20,4.86375682276078e-18
"FBgn0033065",44.733016105817,2.9294047209935,0.38983660920482,7.51444233769843,5.71540327632022e-14,4.25440331381087e-12
"FBgn0033268",124.356208602,1.02533698237176,0.215971583861561,4.74755504422754,2.05890367143582e-06,4.67713349012546e-05
"FBgn0261588",33.1515064463761,1.19204798832137,0.405091774691084,2.94266154683196,0.0032540395839061,0.0280837764089288
"FBgn0050359",67.3978148278096,1.18884503487337,0.27930095093027,4.2565019235118,2.07650251033566e-05,0.000377163429818484
"FBgn0033367",22455.4365746387,1.38570607017928,0.154554667202864,8.96579893223437,3.08039533429138e-19,3.56684109749822e-17
"FBgn0033368",96.5148312934163,1.35757513564456,0.254348954188198,5.33745121924136,9.42622517061761e-08,2.76712814251546e-06
"FBgn0033426",534.512555929846,-1.00280413362078,0.13621652843093,-7.36183886913005,1.81393850776769e-13,1.24914504713377e-11
"FBgn0033446",126.000090098345,-1.08625093736922,0.222249717691223,-4.88752448666042,1.02111798308147e-06,2.45333159220468e-05
"FBgn0033458",61.3423844752153,1.18483183579266,0.319090443544403,3.71315362074697,0.000204692551916991,0.00276136214455008
