195484
0	77	0
827	1048	78
2645	2722	300
2994	3116	378
3244	3356	501
4146	4258	614
4929	5608	727
5673	6449	1407
0	195	0
827	1048	196
2645	2722	418
2994	3116	496
4929	5608	619
5673	6671	1299
0	77	0
827	1048	78
2645	2722	300
